Petition,URL,State,Signatures Count,petition_id,opened_date,debate_threshold_reached,scheduled_debate_date,closed_date
Amend the Recall of MPs Act 2015 for MPs who have misled voters,https://petition.parliament.uk/petitions/703329,closed,7015,703329,2024-12-31,,,2025-06-30
Review the UK political system,https://petition.parliament.uk/petitions/703330,closed,61,703330,2024-12-20,,,2025-06-20
"To make Shrove Tuesday ""Pancake Day"" a national holiday in England and Wales",https://petition.parliament.uk/petitions/703366,closed,68,703366,2025-01-02,,,2025-07-02
Require TV channels to provide an opt out of distressing tv adverts,https://petition.parliament.uk/petitions/703377,closed,48,703377,2025-01-06,,,2025-07-06
Require schools to allow children to use the toilet at all times,https://petition.parliament.uk/petitions/703387,closed,245,703387,2025-01-15,,,2025-07-15
Introduce legislation restricting nonsurgical aesthetics to medical doctors only,https://petition.parliament.uk/petitions/703401,closed,2691,703401,2025-01-07,,,2025-07-07
Reduce excise duty on cigars and pipe tobacco,https://petition.parliament.uk/petitions/703443,closed,196,703443,2025-03-06,,,2025-09-06
Recognise gambling as a trade and form of income for child maintenance,https://petition.parliament.uk/petitions/703488,closed,44,703488,2024-12-30,,,2025-06-30
Make spiking an indictable offence ,https://petition.parliament.uk/petitions/703552,closed,75,703552,2025-01-09,,,2025-07-09
Require schools to have a half day on a Friday or Monday,https://petition.parliament.uk/petitions/703554,closed,60,703554,2024-12-24,,,2025-06-24
Require signage that barns or stables are 1/2 a mile ahead,https://petition.parliament.uk/petitions/703597,closed,32,703597,2024-12-24,,,2025-06-24
Review the allocation of mental health resources,https://petition.parliament.uk/petitions/703599,closed,85,703599,2024-12-24,,,2025-06-24
"Increase defence spending by 0.15% of GDP per year, until it reaches 3.5% of GDP",https://petition.parliament.uk/petitions/703607,closed,767,703607,2024-12-24,,,2025-06-24
Introduce a mandatory driving test for moped/small motorcycle users,https://petition.parliament.uk/petitions/703618,closed,161,703618,2025-01-06,,,2025-07-06
"Remove all live music license requirement for pubs, clubs and venues.",https://petition.parliament.uk/petitions/703624,closed,42,703624,2024-12-31,,,2025-06-30
"Develop, publish, and implement a new National Dementia Strategy",https://petition.parliament.uk/petitions/703633,closed,757,703633,2024-12-24,,,2025-06-24
No visa restrictions to all citizens of Uzbekistan to enter the UK,https://petition.parliament.uk/petitions/703663,closed,18,703663,2025-01-20,,,2025-07-20
Include the Lord's Prayer in the national curriculum,https://petition.parliament.uk/petitions/703731,closed,380,703731,2025-01-08,,,2025-07-08
Abolish leasehold ownership,https://petition.parliament.uk/petitions/703733,closed,460,703733,2024-12-27,,,2025-06-27
"Reduce income taxes on earnings under £50,000 and increase personal allowance",https://petition.parliament.uk/petitions/703743,closed,812,703743,2025-01-13,,,2025-07-13
Improve mental health services for neurodiverse young people,https://petition.parliament.uk/petitions/703764,closed,613,703764,2024-12-24,,,2025-06-24
"Introduce compulsory voting, 50% winning threshold and non-of-the-above option",https://petition.parliament.uk/petitions/703780,closed,500,703780,2024-12-23,,,2025-06-23
Abolish inheritance tax,https://petition.parliament.uk/petitions/703787,closed,497,703787,2025-01-29,,,2025-07-29
Grant Voting Rights in General Elections to UK Residents with Settled Status,https://petition.parliament.uk/petitions/703789,closed,131,703789,2025-01-03,,,2025-07-03
"Ban online pornography, and the making and selling of pornography",https://petition.parliament.uk/petitions/703790,closed,796,703790,2025-01-02,,,2025-07-02
Stop DWP repeating PIP assessments for disabled people,https://petition.parliament.uk/petitions/703827,closed,24442,703827,2024-12-23,,,2025-06-23
Ban smoking and vaping in public spaces,https://petition.parliament.uk/petitions/703841,closed,153,703841,2025-01-03,,,2025-07-03
Do not stop transgender people from receiving care in mainstream hospital wards,https://petition.parliament.uk/petitions/703861,closed,26750,703861,2025-01-09,,,2025-07-09
Create an employment right to take your leave whenever you want,https://petition.parliament.uk/petitions/703874,closed,35,703874,2024-12-20,,,2025-06-20
Impose penalties on MPs for deceit,https://petition.parliament.uk/petitions/703882,closed,142,703882,2024-12-24,,,2025-06-24
Fund access to GLP-1 medications through the NHS for women with PCOS,https://petition.parliament.uk/petitions/703901,closed,840,703901,2025-01-14,,,2025-07-14
Reverse restrictions to landlords’ finance cost relief.,https://petition.parliament.uk/petitions/703918,closed,993,703918,2025-01-17,,,2025-07-17
Increase Research Funding and Improve Treatment for Interstitial Cystitis (IC),https://petition.parliament.uk/petitions/703933,closed,420,703933,2025-01-07,,,2025-07-07
Fund post-surgery bras/breast protheses voucher scheme for all women post cancer,https://petition.parliament.uk/petitions/703953,closed,3072,703953,2025-01-03,,,2025-07-03
"Review state education and students’ wellbeing, especially for children with SEN",https://petition.parliament.uk/petitions/703964,closed,430,703964,2025-01-13,,,2025-07-13
Scrap the 2-child benefit cap,https://petition.parliament.uk/petitions/703975,closed,444,703975,2024-12-24,,,2025-06-24
Require voters to use pens when voting,https://petition.parliament.uk/petitions/703984,closed,111,703984,2024-12-30,,,2025-06-30
Remove all alcohol venues from the UK Parliament,https://petition.parliament.uk/petitions/703992,closed,196,703992,2024-12-24,,,2025-06-24
Separate Church and State,https://petition.parliament.uk/petitions/704014,closed,181,704014,2025-01-08,,,2025-07-08
"Raise the Personal Allowance for pensioners from £12,570 to at least £25,000",https://petition.parliament.uk/petitions/704093,closed,1506,704093,2025-02-14,,,2025-08-14
Uprate state pensions for all UK pensioners living overseas,https://petition.parliament.uk/petitions/704130,closed,426,704130,2025-01-03,,,2025-07-03
Tax banks to recoup the £23bn they lost taxpayers in the banking crisis,https://petition.parliament.uk/petitions/704141,closed,204,704141,2025-01-07,,,2025-07-07
Abolish Business Rates for Early Years Nurseries in England,https://petition.parliament.uk/petitions/704187,closed,543,704187,2024-12-24,,,2025-06-24
"All nannies, tutors and babysitters to have an enhanced DBS check.",https://petition.parliament.uk/petitions/704193,closed,485,704193,2025-01-15,,,2025-07-15
Ban ambient music in public places,https://petition.parliament.uk/petitions/704210,closed,230,704210,2025-01-27,,,2025-07-27
Give parents who split up automatic 50/50 shared care of their children,https://petition.parliament.uk/petitions/704218,closed,388,704218,2025-03-18,,,2025-09-18
Ban the use of generative 'AI' in all creative sectors,https://petition.parliament.uk/petitions/704291,closed,4509,704291,2025-01-28,,,2025-07-28
Create a primary adoption right for unclaimed stray dogs,https://petition.parliament.uk/petitions/704302,closed,56,704302,2025-01-13,,,2025-07-13
Referendum on UK sovereignty over the Chagos Islands.,https://petition.parliament.uk/petitions/704312,closed,1397,704312,2025-01-17,,,2025-07-17
Review the issuing of hormone prescriptions for transgender individuals by GPs,https://petition.parliament.uk/petitions/704447,closed,2075,704447,2025-02-04,,,2025-08-04
Ban the wearing of face-coverings during marches and protests,https://petition.parliament.uk/petitions/704472,closed,3767,704472,2025-01-03,,,2025-07-03
Remove VAT on defibrillators,https://petition.parliament.uk/petitions/704481,closed,70,704481,2025-05-07,,,2025-11-07
Charge Non UK registered vehicles to use UK roads to help fund road repairs,https://petition.parliament.uk/petitions/704599,closed,100,704599,2025-01-07,,,2025-07-07
Government to review NHS agenda for change.,https://petition.parliament.uk/petitions/704626,closed,156,704626,2025-01-17,,,2025-07-17
Require train companies to provide an unlimited subscription for train travel,https://petition.parliament.uk/petitions/704671,closed,41,704671,2025-01-24,,,2025-07-24
Require energy companies to incorporate standing charges into unit prices ,https://petition.parliament.uk/petitions/704678,closed,99,704678,2025-01-06,,,2025-07-06
Free hospital parking for all NHS staff in England ,https://petition.parliament.uk/petitions/704699,closed,445,704699,2025-01-06,,,2025-07-06
Public review of police practices to consider biases,https://petition.parliament.uk/petitions/704740,closed,82,704740,2025-02-14,,,2025-08-14
Introduce a training scheme for young people to qualify for benefits ,https://petition.parliament.uk/petitions/704784,closed,40,704784,2025-01-06,,,2025-07-06
Stop assessing student loans as income for Universal Credit,https://petition.parliament.uk/petitions/704787,closed,54,704787,2025-01-02,,,2025-07-02
Require all non-essential businesses to close on Christmas and Boxing Day,https://petition.parliament.uk/petitions/704790,closed,85,704790,2025-01-06,,,2025-07-06
Review hourly fee from Government to local authorities for childcare providers,https://petition.parliament.uk/petitions/704792,closed,87,704792,2025-01-09,,,2025-07-09
Legally enshrine the right of adults to physically transition using NHS services,https://petition.parliament.uk/petitions/704793,closed,83222,704793,2025-01-28,,,2025-07-28
"Require all meat to be labelled to indicate the method of slaughter, as such",https://petition.parliament.uk/petitions/704797,closed,4693,704797,2025-02-11,,,2025-08-11
Reduce employer and employee NI contributions for apprenticeships,https://petition.parliament.uk/petitions/704815,closed,55,704815,2024-12-31,,,2025-06-30
Introduce an annual Windfall Tax on the most profitable Energy Firms,https://petition.parliament.uk/petitions/704838,closed,94,704838,2025-01-24,,,2025-07-24
Fund free period hygiene products via the NHS for all who need it,https://petition.parliament.uk/petitions/704841,closed,150,704841,2025-01-07,,,2025-07-07
Introduce juries in family courts,https://petition.parliament.uk/petitions/704891,closed,68,704891,2025-01-06,,,2025-07-06
Allow those on 5-year ILR route to combine time spent on all eligible visas,https://petition.parliament.uk/petitions/704940,closed,257,704940,2025-01-16,,,2025-07-16
Abolish the deadline for the purchase of new petrol and diesel cars,https://petition.parliament.uk/petitions/704957,closed,4043,704957,2025-01-08,,,2025-07-08
Require ministers to be Members of the House of Commons and not the Lords,https://petition.parliament.uk/petitions/704996,closed,64,704996,2024-12-31,,,2025-06-30
Ban all developments in high wildlife areas,https://petition.parliament.uk/petitions/705032,closed,238,705032,2025-02-03,,,2025-08-03
Ban energy companies from charging daily standing charges,https://petition.parliament.uk/petitions/705078,closed,349,705078,2025-03-18,,,2025-09-18
Deport all foreign criminals with effect immediately.,https://petition.parliament.uk/petitions/705093,closed,6846,705093,2025-01-14,,,2025-07-14
Require employers & recruiters to give specific reasons for job rejections,https://petition.parliament.uk/petitions/705120,closed,77,705120,2025-03-06,,,2025-09-06
Require All Family Law Professionals to have Training about Domestic Abuse,https://petition.parliament.uk/petitions/705129,closed,147,705129,2025-01-10,,,2025-07-10
Introduce IQ minimum for Government and Parliament members,https://petition.parliament.uk/petitions/705131,closed,76,705131,2025-02-17,,,2025-08-17
UK to advocate for freedom of speech and free press in Eritrea,https://petition.parliament.uk/petitions/705135,closed,38,705135,2025-01-08,,,2025-07-08
Review regulation of gambling self-exclusion schemes,https://petition.parliament.uk/petitions/705139,closed,31,705139,2025-01-20,,,2025-07-20
Reinstate release of certain serious offenders half-way through their sentence,https://petition.parliament.uk/petitions/705154,closed,12370,705154,2025-01-14,,,2025-07-14
